time,open,high,low,close,volume,splits,earnings,dividend
2018-10-01 10:08:00,227.378,227.428,227.137,227.378,109571.0,1.0,0.0,0.0
2018-10-01 10:09:00,227.378,227.408,227.27900000000002,227.33900000000003,55707.7,1.0,0.0,0.0
2018-10-01 10:10:00,227.329,227.34900000000002,227.18,227.25099999999998,51094.0,1.0,0.0,0.0
2018-10-01 10:11:00,227.269,227.299,227.18,227.2,49354.6,1.0,0.0,0.0
2018-10-01 10:12:00,227.21,227.30900000000003,227.16,227.22,54020.7,1.0,0.0,0.0
2018-10-01 10:13:00,227.23,227.368,227.22,227.34599999999998,57046.0,1.0,0.0,0.0
2018-10-01 10:14:00,227.355,227.378,226.982,227.011,77884.1,1.0,0.0,0.0
2018-10-01 10:15:00,227.021,227.09099999999998,226.952,227.011,52614.8,1.0,0.0,0.0
2018-10-01 10:16:00,227.03099999999998,227.03099999999998,226.892,227.03099999999998,92226.0,1.0,0.0,0.0
2018-10-01 10:17:00,227.02200000000002,227.179,226.942,226.942,54987.1,1.0,0.0,0.0
2018-10-01 10:18:00,226.952,227.05599999999998,226.793,226.862,90285.0,1.0,0.0,0.0
2018-10-01 10:19:00,226.862,226.892,226.704,226.71400000000003,63084.7,1.0,0.0,0.0
2018-10-01 10:20:00,226.71400000000003,226.942,226.69400000000002,226.942,66924.4,1.0,0.0,0.0
2018-10-01 10:21:00,226.942,227.06099999999998,226.84,227.00099999999998,47238.2,1.0,0.0,0.0
2018-10-01 10:22:00,227.011,227.06799999999998,226.882,226.982,41284.2,1.0,0.0,0.0
2018-10-01 10:23:00,227.00099999999998,227.065,226.97099999999998,227.041,60022.1,1.0,0.0,0.0
2018-10-01 10:24:00,227.041,227.1,226.99099999999999,227.081,63578.5,1.0,0.0,0.0
2018-10-01 10:25:00,227.071,227.12,227.00099999999998,227.112,47236.2,1.0,0.0,0.0
2018-10-01 10:26:00,227.111,227.13,227.011,227.071,46736.3,1.0,0.0,0.0
2018-10-01 10:27:00,227.071,227.111,227.021,227.107,42641.7,1.0,0.0,0.0
2018-10-01 10:28:00,227.09099999999998,227.19,227.071,227.17,57565.1,1.0,0.0,0.0
2018-10-01 10:29:00,227.18,227.239,227.146,227.19799999999998,74252.1,1.0,0.0,0.0
2018-10-01 10:30:00,227.19299999999998,227.23,227.071,227.081,49061.3,1.0,0.0,0.0
2018-10-01 10:31:00,227.06400000000002,227.22,227.041,227.071,57334.3,1.0,0.0,0.0
2018-10-01 10:32:00,227.081,227.21,227.06099999999998,227.135,41283.2,1.0,0.0,0.0
2018-10-01 10:33:00,227.13,227.21,227.13,227.2,34609.6,1.0,0.0,0.0
2018-10-01 10:34:00,227.19,227.2,227.12,227.13,41455.5,1.0,0.0,0.0
2018-10-01 10:35:00,227.12,227.15,227.021,227.081,42493.5,1.0,0.0,0.0
2018-10-01 10:36:00,227.081,227.111,226.99099999999999,227.011,46254.6,1.0,0.0,0.0
2018-10-01 10:37:00,227.021,227.081,226.982,227.041,54029.7,1.0,0.0,0.0
2018-10-01 10:38:00,227.041,227.111,227.011,227.051,23284.0,1.0,0.0,0.0
2018-10-01 10:39:00,227.055,227.104,227.00099999999998,227.041,41616.8,1.0,0.0,0.0
2018-10-01 10:40:00,227.046,227.048,226.892,226.967,54429.8,1.0,0.0,0.0
2018-10-01 10:41:00,226.967,226.99099999999999,226.852,226.862,48513.1,1.0,0.0,0.0
2018-10-01 10:42:00,226.852,226.942,226.84799999999998,226.87400000000002,52770.0,1.0,0.0,0.0
2018-10-01 10:43:00,226.862,226.872,226.71400000000003,226.773,73960.8,1.0,0.0,0.0
2018-10-01 10:44:00,226.773,226.882,226.773,226.872,29451.7,1.0,0.0,0.0
2018-10-01 10:45:00,226.862,226.90200000000002,226.803,226.862,46780.7,1.0,0.0,0.0
2018-10-01 10:46:00,226.872,226.922,226.842,226.91400000000002,36849.9,1.0,0.0,0.0
2018-10-01 10:47:00,226.922,227.071,226.922,227.011,36277.5,1.0,0.0,0.0
2018-10-01 10:48:00,226.99099999999999,227.011,226.852,226.90200000000002,41413.2,1.0,0.0,0.0
2018-10-01 10:49:00,226.892,227.011,226.854,226.93200000000002,160249.0,1.0,0.0,0.0
2018-10-01 10:50:00,226.922,227.011,226.872,226.986,37310.5,1.0,0.0,0.0
2018-10-01 10:51:00,226.99099999999999,226.99599999999998,226.872,226.942,33370.0,1.0,0.0,0.0
2018-10-01 10:52:00,226.947,226.96200000000002,226.892,226.93200000000002,28397.6,1.0,0.0,0.0
2018-10-01 10:53:00,226.93200000000002,226.982,226.90200000000002,226.922,43617.2,1.0,0.0,0.0
2018-10-01 10:54:00,226.90200000000002,226.922,226.852,226.856,29349.9,1.0,0.0,0.0
2018-10-01 10:55:00,226.857,226.952,226.854,226.90200000000002,29294.5,1.0,0.0,0.0
2018-10-01 10:56:00,226.912,227.071,226.90599999999998,226.959,51627.1,1.0,0.0,0.0
2018-10-01 10:57:00,226.954,227.18,226.93200000000002,227.14,70789.3,1.0,0.0,0.0
2018-10-01 10:58:00,227.135,227.173,227.111,227.14,48923.2,1.0,0.0,0.0
2018-10-01 10:59:00,227.13,227.23,227.081,227.1,85886.0,1.0,0.0,0.0
2018-10-01 11:00:00,227.111,227.12,226.922,226.998,51111.2,1.0,0.0,0.0
2018-10-01 11:01:00,226.99099999999999,227.011,226.753,226.761,86597.5,1.0,0.0,0.0
2018-10-01 11:02:00,226.763,226.862,226.753,226.833,37069.6,1.0,0.0,0.0
2018-10-01 11:03:00,226.82299999999998,226.90200000000002,226.753,226.753,41532.1,1.0,0.0,0.0
2018-10-01 11:04:00,226.763,226.763,226.505,226.57,98082.3,1.0,0.0,0.0
2018-10-01 11:05:00,226.575,226.72299999999998,226.55599999999998,226.62400000000002,68518.7,1.0,0.0,0.0
2018-10-01 11:06:00,226.62400000000002,226.63400000000001,226.545,226.565,31114.6,1.0,0.0,0.0
2018-10-01 11:07:00,226.565,226.66400000000002,226.43599999999998,226.525,86389.9,1.0,0.0,0.0
2018-10-01 11:08:00,226.525,226.565,226.451,226.465,39718.1,1.0,0.0,0.0
2018-10-01 11:09:00,226.465,226.512,226.36599999999999,226.387,66936.5,1.0,0.0,0.0
2018-10-01 11:10:00,226.386,226.535,226.385,226.505,64538.0,1.0,0.0,0.0
2018-10-01 11:11:00,226.495,226.57,226.426,226.551,39832.0,1.0,0.0,0.0
2018-10-01 11:12:00,226.563,226.63400000000001,226.484,226.614,32436.8,1.0,0.0,0.0
2018-10-01 11:13:00,226.614,226.773,226.59400000000002,226.76,49342.5,1.0,0.0,0.0
2018-10-01 11:14:00,226.75799999999998,226.773,226.68400000000003,226.743,51636.2,1.0,0.0,0.0
2018-10-01 11:15:00,226.743,226.82299999999998,226.704,226.803,45581.4,1.0,0.0,0.0
2018-10-01 11:16:00,226.783,226.82299999999998,226.674,226.733,49735.5,1.0,0.0,0.0
2018-10-01 11:17:00,226.743,226.743,226.61900000000003,226.674,38463.4,1.0,0.0,0.0
2018-10-01 11:18:00,226.66400000000002,226.803,226.63400000000001,226.65400000000002,65523.6,1.0,0.0,0.0
2018-10-01 11:19:00,226.65400000000002,226.773,226.644,226.763,19823.3,1.0,0.0,0.0
2018-10-01 11:20:00,226.753,226.90200000000002,226.72299999999998,226.872,55844.8,1.0,0.0,0.0
2018-10-01 11:21:00,226.86700000000002,227.03099999999998,226.86599999999999,226.975,61457.1,1.0,0.0,0.0
2018-10-01 11:22:00,226.982,227.051,226.912,226.922,29603.9,1.0,0.0,0.0
2018-10-01 11:23:00,226.922,226.99599999999998,226.882,226.96200000000002,22340.7,1.0,0.0,0.0
2018-10-01 11:24:00,226.97099999999998,226.982,226.882,226.90200000000002,20770.6,1.0,0.0,0.0
2018-10-01 11:25:00,226.91400000000002,226.97099999999998,226.842,226.875,20479.3,1.0,0.0,0.0
2018-10-01 11:26:00,226.877,226.877,226.674,226.773,40682.5,1.0,0.0,0.0
2018-10-01 11:27:00,226.773,226.773,226.69400000000002,226.743,28313.9,1.0,0.0,0.0
2018-10-01 11:28:00,226.735,226.863,226.72299999999998,226.813,23990.5,1.0,0.0,0.0
2018-10-01 11:29:00,226.813,226.852,226.753,226.803,26047.4,1.0,0.0,0.0
2018-10-01 11:30:00,226.813,226.817,226.72299999999998,226.803,25125.3,1.0,0.0,0.0
2018-10-01 11:31:00,226.794,226.862,226.793,226.833,46543.8,1.0,0.0,0.0
2018-10-01 11:32:00,226.82299999999998,226.872,226.773,226.852,39432.9,1.0,0.0,0.0
2018-10-01 11:33:00,226.862,226.922,226.833,226.92,41526.1,1.0,0.0,0.0
2018-10-01 11:34:00,226.912,226.942,226.842,226.862,34187.3,1.0,0.0,0.0
2018-10-01 11:35:00,226.852,226.922,226.833,226.852,30829.4,1.0,0.0,0.0
2018-10-01 11:36:00,226.862,227.041,226.842,226.96200000000002,37471.7,1.0,0.0,0.0
2018-10-01 11:37:00,226.96200000000002,227.03099999999998,226.892,226.912,40042.6,1.0,0.0,0.0
2018-10-01 11:38:00,226.912,227.03099999999998,226.90200000000002,227.00099999999998,32744.2,1.0,0.0,0.0
2018-10-01 11:39:00,226.997,227.03099999999998,226.97099999999998,226.99099999999999,24729.2,1.0,0.0,0.0
2018-10-01 11:40:00,227.00099999999998,227.071,226.99099999999999,227.071,28794.6,1.0,0.0,0.0
2018-10-01 11:41:00,227.07299999999998,227.22,227.07,227.071,74425.4,1.0,0.0,0.0
2018-10-01 11:42:00,227.071,227.15,227.06099999999998,227.081,31827.1,1.0,0.0,0.0
2018-10-01 11:43:00,227.09099999999998,227.09099999999998,227.00099999999998,227.062,28154.7,1.0,0.0,0.0
2018-10-01 11:44:00,227.071,227.11700000000002,227.016,227.11700000000002,24526.6,1.0,0.0,0.0
2018-10-01 11:45:00,227.12,227.12,227.041,227.051,25184.7,1.0,0.0,0.0
2018-10-01 11:46:00,227.051,227.077,227.011,227.051,25479.0,1.0,0.0,0.0
2018-10-01 11:47:00,227.051,227.071,226.982,227.041,31091.4,1.0,0.0,0.0
2018-10-01 11:48:00,227.042,227.081,227.03099999999998,227.041,25378.2,1.0,0.0,0.0
2018-10-01 11:49:00,227.05,227.111,227.041,227.111,27531.9,1.0,0.0,0.0
2018-10-01 11:50:00,227.1,227.115,227.041,227.06099999999998,24101.3,1.0,0.0,0.0
2018-10-01 11:51:00,227.06099999999998,227.09099999999998,227.046,227.071,18682.4,1.0,0.0,0.0
2018-10-01 11:52:00,227.06099999999998,227.111,227.051,227.09099999999998,14799.4,1.0,0.0,0.0
2018-10-01 11:53:00,227.09099999999998,227.09099999999998,227.03099999999998,227.051,20466.2,1.0,0.0,0.0
2018-10-01 11:54:00,227.051,227.06099999999998,226.982,226.99099999999999,36479.0,1.0,0.0,0.0
2018-10-01 11:55:00,226.99099999999999,227.021,226.69400000000002,226.743,97649.0,1.0,0.0,0.0
2018-10-01 11:56:00,226.753,226.783,226.704,226.733,59600.8,1.0,0.0,0.0
2018-10-01 11:57:00,226.72299999999998,226.84599999999998,226.71400000000003,226.815,27291.0,1.0,0.0,0.0
2018-10-01 11:58:00,226.81900000000002,227.041,226.81900000000002,227.03099999999998,34679.1,1.0,0.0,0.0
2018-10-01 11:59:00,227.03099999999998,227.11700000000002,227.00099999999998,227.111,77419.6,1.0,0.0,0.0
2018-10-01 12:00:00,227.111,227.12,227.00099999999998,227.02599999999998,30365.8,1.0,0.0,0.0
2018-10-01 12:01:00,227.02200000000002,227.02200000000002,226.89700000000002,226.912,43267.5,1.0,0.0,0.0
2018-10-01 12:02:00,226.922,226.96200000000002,226.82299999999998,226.937,36244.2,1.0,0.0,0.0
2018-10-01 12:03:00,226.942,226.942,226.82299999999998,226.882,33753.0,1.0,0.0,0.0
2018-10-01 12:04:00,226.882,226.982,226.842,226.857,32612.1,1.0,0.0,0.0
2018-10-01 12:05:00,226.86700000000002,226.988,226.862,226.96200000000002,18189.6,1.0,0.0,0.0
2018-10-01 12:06:00,226.96200000000002,226.965,226.862,226.89,27141.8,1.0,0.0,0.0
2018-10-01 12:07:00,226.882,226.912,226.803,226.852,23841.3,1.0,0.0,0.0
2018-10-01 12:08:00,226.84400000000002,226.90099999999998,226.803,226.842,25218.0,1.0,0.0,0.0
2018-10-01 12:09:00,226.842,226.90200000000002,226.833,226.862,21879.2,1.0,0.0,0.0
2018-10-01 12:10:00,226.86900000000003,226.882,226.743,226.796,37897.0,1.0,0.0,0.0
2018-10-01 12:11:00,226.793,226.829,226.773,226.805,18935.4,1.0,0.0,0.0
2018-10-01 12:12:00,226.803,226.80599999999998,226.69400000000002,226.753,37546.3,1.0,0.0,0.0
2018-10-01 12:13:00,226.735,226.782,226.733,226.74900000000002,24528.6,1.0,0.0,0.0
2018-10-01 12:14:00,226.743,226.793,226.704,226.709,17697.8,1.0,0.0,0.0
2018-10-01 12:15:00,226.72299999999998,226.773,226.675,226.72099999999998,32716.9,1.0,0.0,0.0
2018-10-01 12:16:00,226.72099999999998,226.743,226.68400000000003,226.72299999999998,14767.2,1.0,0.0,0.0
2018-10-01 12:17:00,226.725,226.753,226.69400000000002,226.702,22722.7,1.0,0.0,0.0
2018-10-01 12:18:00,226.701,226.793,226.701,226.743,20782.7,1.0,0.0,0.0
2018-10-01 12:19:00,226.753,226.763,226.71400000000003,226.72299999999998,13482.2,1.0,0.0,0.0
2018-10-01 12:20:00,226.72799999999998,226.753,226.68400000000003,226.735,14949.6,1.0,0.0,0.0
2018-10-01 12:21:00,226.734,226.743,226.456,226.456,87671.8,1.0,0.0,0.0
2018-10-01 12:22:00,226.446,226.465,226.178,226.287,161897.0,1.0,0.0,0.0
2018-10-01 12:23:00,226.287,226.37599999999998,226.257,226.36599999999999,44418.4,1.0,0.0,0.0
2018-10-01 12:24:00,226.36599999999999,226.416,226.27700000000002,226.38400000000001,52776.0,1.0,0.0,0.0
2018-10-01 12:25:00,226.37599999999998,226.37599999999998,226.297,226.327,22258.1,1.0,0.0,0.0
2018-10-01 12:26:00,226.327,226.40599999999998,226.317,226.36599999999999,27060.2,1.0,0.0,0.0
2018-10-01 12:27:00,226.37599999999998,226.37599999999998,226.27700000000002,226.292,27166.0,1.0,0.0,0.0
2018-10-01 12:28:00,226.297,226.33700000000002,226.287,226.295,21035.6,1.0,0.0,0.0
2018-10-01 12:29:00,226.292,226.297,226.158,226.208,37804.3,1.0,0.0,0.0
2018-10-01 12:30:00,226.208,226.208,226.09799999999998,226.136,48389.1,1.0,0.0,0.0
2018-10-01 12:31:00,226.128,226.178,226.02900000000002,226.09799999999998,42557.0,1.0,0.0,0.0
2018-10-01 12:32:00,226.09099999999998,226.09799999999998,226.019,226.049,44795.3,1.0,0.0,0.0
2018-10-01 12:33:00,226.049,226.267,226.02900000000002,226.267,45415.1,1.0,0.0,0.0
2018-10-01 12:34:00,226.267,226.287,226.168,226.188,39013.6,1.0,0.0,0.0
2018-10-01 12:35:00,226.179,226.217,226.148,226.195,23770.8,1.0,0.0,0.0
2018-10-01 12:36:00,226.208,226.317,226.19799999999998,226.297,30178.3,1.0,0.0,0.0
2018-10-01 12:37:00,226.297,226.33700000000002,226.227,226.297,28948.8,1.0,0.0,0.0
2018-10-01 12:38:00,226.297,226.308,226.178,226.226,23908.8,1.0,0.0,0.0
2018-10-01 12:39:00,226.21,226.33700000000002,226.208,226.287,20308.0,1.0,0.0,0.0
2018-10-01 12:40:00,226.31099999999998,226.33700000000002,226.257,226.297,27104.6,1.0,0.0,0.0
2018-10-01 12:41:00,226.297,226.386,226.187,226.187,34155.1,1.0,0.0,0.0
2018-10-01 12:42:00,226.178,226.295,226.088,226.295,39877.3,1.0,0.0,0.0
2018-10-01 12:43:00,226.287,226.287,226.19799999999998,226.19799999999998,26865.7,1.0,0.0,0.0
2018-10-01 12:44:00,226.19799999999998,226.237,226.118,226.128,71807.2,1.0,0.0,0.0
2018-10-01 12:45:00,226.123,226.123,225.9,225.94,73251.3,1.0,0.0,0.0
2018-10-01 12:46:00,225.949,226.02900000000002,225.92,225.96900000000002,20620.4,1.0,0.0,0.0
2018-10-01 12:47:00,225.959,226.049,225.93,226.02900000000002,23330.4,1.0,0.0,0.0
2018-10-01 12:48:00,226.02900000000002,226.03900000000002,225.935,225.979,22132.1,1.0,0.0,0.0
2018-10-01 12:49:00,225.97,226.049,225.93,225.99900000000002,29322.7,1.0,0.0,0.0
2018-10-01 12:50:00,225.989,226.108,225.989,226.088,32412.6,1.0,0.0,0.0
2018-10-01 12:51:00,226.079,226.108,226.00400000000002,226.019,28601.1,1.0,0.0,0.0
2018-10-01 12:52:00,226.019,226.049,225.91,225.957,35150.8,1.0,0.0,0.0
2018-10-01 12:53:00,225.959,226.019,225.949,225.96900000000002,20734.3,1.0,0.0,0.0
2018-10-01 12:54:00,225.979,226.02900000000002,225.93,226.019,24807.8,1.0,0.0,0.0
2018-10-01 12:55:00,226.019,226.019,225.89,225.90200000000002,24209.2,1.0,0.0,0.0
2018-10-01 12:56:00,225.9,225.93,225.84,225.92,38265.8,1.0,0.0,0.0
2018-10-01 12:57:00,225.91,225.935,225.86,225.9,16968.2,1.0,0.0,0.0
2018-10-01 12:58:00,225.895,225.959,225.87,225.89,30781.0,1.0,0.0,0.0
2018-10-01 12:59:00,225.89,225.90900000000002,225.791,225.81799999999998,37404.2,1.0,0.0,0.0
2018-10-01 13:00:00,225.82,225.85,225.77599999999998,225.78099999999998,32187.9,1.0,0.0,0.0
2018-10-01 13:01:00,225.771,225.85,225.65200000000002,225.84,102689.0,1.0,0.0,0.0
2018-10-01 13:02:00,225.85,225.93,225.81099999999998,225.9,40430.6,1.0,0.0,0.0
2018-10-01 13:03:00,225.9,225.92,225.72099999999998,225.74099999999999,40334.8,1.0,0.0,0.0
2018-10-01 13:04:00,225.74599999999998,225.74599999999998,225.662,225.71099999999998,27619.5,1.0,0.0,0.0
2018-10-01 13:05:00,225.72099999999998,225.855,225.71099999999998,225.801,47108.2,1.0,0.0,0.0
2018-10-01 13:06:00,225.80200000000002,225.88,225.791,225.81099999999998,34174.2,1.0,0.0,0.0
2018-10-01 13:07:00,225.81099999999998,225.91,225.791,225.887,39243.4,1.0,0.0,0.0
2018-10-01 13:08:00,225.9,225.93,225.80599999999998,225.92,30280.1,1.0,0.0,0.0
2018-10-01 13:09:00,225.93,225.93,225.81099999999998,225.85,33600.8,1.0,0.0,0.0
2018-10-01 13:10:00,225.85,225.915,225.82,225.89,23072.4,1.0,0.0,0.0
2018-10-01 13:11:00,225.899,225.989,225.87,225.984,36869.0,1.0,0.0,0.0
2018-10-01 13:12:00,225.96900000000002,225.96900000000002,225.899,225.93,36472.0,1.0,0.0,0.0
2018-10-01 13:13:00,225.935,225.938,225.88,225.91,23578.3,1.0,0.0,0.0
2018-10-01 13:14:00,225.917,226.00900000000001,225.89,225.959,34514.8,1.0,0.0,0.0
2018-10-01 13:15:00,225.957,225.99900000000002,225.9,225.919,23757.7,1.0,0.0,0.0
2018-10-01 13:16:00,225.915,226.118,225.86,226.05900000000003,49924.0,1.0,0.0,0.0
2018-10-01 13:17:00,226.05900000000003,226.088,225.949,226.03900000000002,27432.1,1.0,0.0,0.0
2018-10-01 13:18:00,226.047,226.168,226.02900000000002,226.148,52516.0,1.0,0.0,0.0
2018-10-01 13:19:00,226.148,226.158,226.088,226.143,29763.1,1.0,0.0,0.0
2018-10-01 13:20:00,226.158,226.19799999999998,226.079,226.148,43272.6,1.0,0.0,0.0
2018-10-01 13:21:00,226.158,226.188,226.097,226.18,34443.3,1.0,0.0,0.0
2018-10-01 13:22:00,226.188,226.247,226.148,226.168,73643.4,1.0,0.0,0.0
2018-10-01 13:23:00,226.172,226.178,226.108,226.13299999999998,34944.2,1.0,0.0,0.0
2018-10-01 13:24:00,226.128,226.128,226.03900000000002,226.088,33069.7,1.0,0.0,0.0
2018-10-01 13:25:00,226.09,226.114,226.05599999999998,226.05900000000003,19487.7,1.0,0.0,0.0
2018-10-01 13:26:00,226.06,226.118,226.02900000000002,226.108,11848.6,1.0,0.0,0.0
2018-10-01 13:27:00,226.108,226.109,226.02900000000002,226.079,14884.1,1.0,0.0,0.0
2018-10-01 13:28:00,226.079,226.158,226.079,226.079,21754.2,1.0,0.0,0.0
2018-10-01 13:29:00,226.088,226.18099999999998,226.088,226.138,14285.4,1.0,0.0,0.0
2018-10-01 13:30:00,226.148,226.178,226.09799999999998,226.09799999999998,22481.8,1.0,0.0,0.0
2018-10-01 13:31:00,226.102,226.128,226.03900000000002,226.081,18818.5,1.0,0.0,0.0
2018-10-01 13:32:00,226.088,226.128,226.00900000000001,226.125,26682.3,1.0,0.0,0.0
2018-10-01 13:33:00,226.12599999999998,226.138,226.05900000000003,226.09799999999998,15319.4,1.0,0.0,0.0
2018-10-01 13:34:00,226.088,226.128,225.99900000000002,226.019,24974.1,1.0,0.0,0.0
2018-10-01 13:35:00,226.00900000000001,226.138,225.99900000000002,226.118,22120.0,1.0,0.0,0.0
2018-10-01 13:36:00,226.109,226.188,226.109,226.148,26048.4,1.0,0.0,0.0
2018-10-01 13:37:00,226.144,226.148,226.06900000000002,226.079,20078.2,1.0,0.0,0.0
2018-10-01 13:38:00,226.081,226.148,226.049,226.128,18321.7,1.0,0.0,0.0
2018-10-01 13:39:00,226.128,226.188,226.108,226.118,22885.9,1.0,0.0,0.0
2018-10-01 13:40:00,226.109,226.168,226.108,226.136,24063.0,1.0,0.0,0.0
2018-10-01 13:41:00,226.138,226.148,226.05900000000003,226.143,26809.3,1.0,0.0,0.0
2018-10-01 13:42:00,226.145,226.172,226.06900000000002,226.09799999999998,18312.6,1.0,0.0,0.0
2018-10-01 13:43:00,226.118,226.148,226.09799999999998,226.118,15816.3,1.0,0.0,0.0
2018-10-01 13:44:00,226.118,226.195,226.108,226.158,34629.7,1.0,0.0,0.0
2018-10-01 13:45:00,226.168,226.188,226.084,226.09799999999998,15671.2,1.0,0.0,0.0
2018-10-01 13:46:00,226.088,226.118,226.049,226.079,13766.4,1.0,0.0,0.0
2018-10-01 13:47:00,226.079,226.138,226.049,226.128,14292.5,1.0,0.0,0.0
2018-10-01 13:48:00,226.138,226.148,226.108,226.138,12827.2,1.0,0.0,0.0
2018-10-01 13:49:00,226.13099999999997,226.148,226.05900000000003,226.11700000000002,24588.1,1.0,0.0,0.0
2018-10-01 13:50:00,226.108,226.148,226.09599999999998,226.118,15069.5,1.0,0.0,0.0
2018-10-01 13:51:00,226.125,226.188,226.11900000000003,226.168,17211.1,1.0,0.0,0.0
2018-10-01 13:52:00,226.16299999999998,226.19799999999998,226.118,226.168,19891.8,1.0,0.0,0.0
2018-10-01 13:53:00,226.168,226.188,226.06900000000002,226.128,45624.7,1.0,0.0,0.0
2018-10-01 13:54:00,226.128,226.168,226.09799999999998,226.165,19927.1,1.0,0.0,0.0
2018-10-01 13:55:00,226.158,226.19299999999998,225.99900000000002,226.01,38286.0,1.0,0.0,0.0
2018-10-01 13:56:00,226.00900000000001,226.015,225.83,225.93,67561.3,1.0,0.0,0.0
2018-10-01 13:57:00,225.949,225.989,225.88,225.94,14403.4,1.0,0.0,0.0
2018-10-01 13:58:00,225.93099999999998,226.018,225.93099999999998,225.99099999999999,17142.5,1.0,0.0,0.0
2018-10-01 13:59:00,225.979,226.024,225.959,225.979,16501.6,1.0,0.0,0.0
2018-10-01 14:00:00,225.979,226.00900000000001,225.92,225.94,23366.7,1.0,0.0,0.0
2018-10-01 14:01:00,225.93,225.949,225.81099999999998,225.84400000000002,58483.2,1.0,0.0,0.0
2018-10-01 14:02:00,225.83599999999998,225.85,225.64700000000002,225.65200000000002,58007.5,1.0,0.0,0.0
2018-10-01 14:03:00,225.642,225.662,225.523,225.612,65886.4,1.0,0.0,0.0
2018-10-01 14:04:00,225.612,225.75099999999998,225.582,225.69099999999997,38329.3,1.0,0.0,0.0
2018-10-01 14:05:00,225.69099999999997,225.74099999999999,225.612,225.62900000000002,28961.9,1.0,0.0,0.0
2018-10-01 14:06:00,225.63099999999997,225.662,225.582,225.625,20721.2,1.0,0.0,0.0
